dataset_type,train_number,train_type,station_sequence,current_delay,current_speed,distance_to_next_station,distance_from_origin,journey_time,station_halt_duration,time_of_day,day_of_week,signal_status,signal_waiting_time,block_status,track_occupancy,section_restriction,construction_active,maintenance_active,engineering_block,temporary_speed_restriction,affected_section,restriction_duration,congestion_level,preceding_train_delay,train_density,previous_station_delay,temperature,humidity,precipitation,rain,showers,weather_code,cloud_cover,visibility,wind_speed,wind_direction,wind_gusts,weather_impact,actual_additional_delay_minutes
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43221,EMU Local,12,3.4,59.2,1.3,22.549999999999997,44.0,0.5,21,1,Normal,0.0,Clear,0.45,0,0,0,0,0,0,0,0.37,2.4,1,4.0,32.8,77.1,0.0,0.0,0.0,0,47.7,9538.0,16.2,140,25.7,0,2.2
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43209,MEMU,10,0.6,51.5,2.1,18.45,33.8,0.5,16,3,Warning,4.5,Occupied,0.74,0,1,0,0,15,1,75,0.44,1.5,1,0.0,32.2,69.8,0.0,0.0,0.0,0,29.8,5697.0,13.2,214,20.2,0,14.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43505,EMU Local,18,2.4,70.7,2.8,34.849999999999994,65.1,0.5,7,2,Warning,4.8,Occupied,0.67,0,0,0,1,0,1,75,0.53,0.1,1,4.6,35.3,81.0,13.7,12.5,1.9,63,97.6,8130.0,36.2,285,54.6,2,15.5
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43249,EMU Local,7,1.2,49.9,2.4,12.299999999999999,23.3,1.5,9,2,Normal,0.2,Clear,0.4,0,1,0,0,15,1,94,0.82,6.8,4,2.9,32.7,80.6,0.0,0.0,0.0,0,18.2,7372.0,29.5,195,37.5,1,13.6
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43201,MEMU,7,7.4,44.6,2.9,12.299999999999999,29.5,0.5,21,0,Warning,4.3,Occupied,0.94,0,0,1,0,20,1,66,0.1,0.7,2,7.8,34.5,84.0,0.0,0.0,0.0,0,50.6,5933.0,7.8,199,10.3,0,12.6
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43203,Fast Local,11,1.5,50.3,2.3,20.5,38.4,1.0,8,6,Normal,0.2,Clear,0.18,0,0,0,0,0,0,0,0.6,1.5,1,0.6,34.5,70.6,0.0,0.0,0.0,0,37.6,8760.0,28.8,222,40.8,1,5.8
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43511,EMU Local,4,7.3,30.4,1.6,6.1499999999999995,18.4,0.5,21,6,Normal,1.2,Clear,0.45,0,1,0,1,20,1,117,0.29,0.1,2,7.6,35.9,57.1,0.0,0.0,0.0,0,24.4,7418.0,13.7,187,19.4,0,5.9
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43511,EMU Local,20,2.2,10.7,2.6,38.949999999999996,72.3,1.0,8,1,Normal,0.3,Clear,0.29,0,0,0,0,0,0,0,0.7,4.2,1,0.7,22.8,69.1,11.8,11.3,1.8,63,79.1,8493.0,31.2,7,46.9,2,9.4
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43211,MEMU,1,5.2,53.9,1.4,0.0,5.2,1.5,10,3,Warning,3.0,Occupied,0.61,0,0,0,0,0,0,0,0.64,1.7,1,5.7,25.4,60.4,0.0,0.0,0.0,0,36.7,5305.0,20.0,67,26.3,0,3.5
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43221,Fast Local,13,2.9,15.1,2.0,24.599999999999998,47.2,0.5,12,3,Normal,0.4,Clear,0.27,0,1,0,0,15,1,106,0.08,0.1,1,0.3,34.2,81.6,18.5,18.3,1.6,65,73.2,1731.0,12.2,88,16.2,2,13.1
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43205,Fast Local,18,3.9,58.8,1.9,34.849999999999994,66.6,1.0,6,2,Normal,0.2,Clear,0.18,0,0,0,0,0,0,0,0.29,5.1,1,2.6,39.4,54.3,0.0,0.0,0.0,0,25.2,7214.0,32.7,78,41.4,1,2.7
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43205,EMU Local,9,2.0,53.3,1.7,16.4,31.5,1.5,15,2,Normal,0.3,Clear,0.25,0,0,0,0,0,0,0,0.13,0.1,2,2.4,32.8,76.1,4.1,3.6,0.0,61,77.0,5096.0,36.7,289,57.4,2,7.1
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43503,EMU Local,9,5.8,29.3,3.5,16.4,35.3,1.0,23,6,Critical,17.3,Restricted,0.85,1,1,0,0,30,1,65,0.47,0.3,2,7.5,30.5,74.4,8.7,7.2,3.8,63,87.5,5948.0,21.1,167,33.3,1,30.1
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43251,EMU Local,9,2.2,35.5,2.1,16.4,31.7,0.5,17,4,Normal,0.2,Clear,0.24,0,0,0,0,0,0,0,0.72,2.3,5,2.6,35.4,80.8,0.0,0.0,0.0,0,45.6,9188.0,18.5,177,31.0,1,3.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43247,MEMU,10,2.4,41.8,3.2,18.45,35.6,0.5,11,4,Normal,0.2,Clear,0.36,0,0,0,0,0,0,0,0.26,0.3,1,2.0,36.8,75.3,0.0,0.0,0.0,0,14.1,7354.0,26.4,49,32.5,1,2.9
SIMULATED TRAINING DATA — PROTOTYPE ONLY,66015,EMU Local,2,2.9,28.2,2.3,2.05,6.6,0.5,15,1,Normal,0.1,Clear,0.47,0,1,0,0,30,1,90,0.24,0.4,1,1.7,34.2,71.4,42.2,33.6,1.3,65,97.6,3113.0,13.1,209,18.0,2,10.4
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43201,EMU Local,6,7.1,50.1,1.6,10.25,25.5,1.5,10,4,Normal,0.2,Clear,0.24,0,0,0,0,0,0,0,0.6,0.6,2,6.5,31.4,58.9,0.0,0.0,0.0,0,56.4,5817.0,35.9,110,52.4,2,7.9
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43223,MEMU,15,4.3,51.4,1.9,28.699999999999996,56.0,1.0,12,3,Normal,0.5,Clear,0.24,0,0,1,0,15,1,86,0.36,1.9,2,2.2,31.7,92.5,10.7,8.6,1.5,63,71.5,6913.0,26.2,244,43.4,1,12.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43211,EMU Local,3,1.7,20.4,2.1,4.1,9.1,2.0,15,4,Warning,5.5,Occupied,0.99,0,1,1,0,15,1,34,0.06,0.1,1,1.2,32.6,71.4,0.0,0.0,0.0,0,30.3,9094.0,29.3,142,38.4,1,17.9
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43203,Fast Local,11,4.4,29.7,1.9,20.5,41.3,0.5,7,0,Normal,0.6,Clear,0.31,0,1,0,0,15,1,113,0.28,1.8,1,7.0,36.8,67.8,0.0,0.0,0.0,0,55.8,5213.0,30.9,3,50.2,2,16.4
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43221,EMU Local,6,4.1,41.4,1.9,10.25,22.5,0.5,8,0,Critical,15.9,Restricted,0.84,1,0,1,0,30,1,56,0.79,3.7,5,4.3,33.2,73.4,0.8,0.6,0.0,61,85.9,6579.0,31.4,197,52.1,2,31.6
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43425,EMU Local,3,10.7,59.1,2.4,4.1,18.1,0.5,12,5,Normal,0.2,Clear,0.43,0,1,1,1,20,1,30,0.2,0.2,1,11.2,33.2,85.5,2.5,1.9,0.0,61,84.3,7555.0,29.7,283,47.1,2,10.5
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43227,EMU Local,11,7.4,51.8,2.3,20.5,44.3,0.5,10,2,Normal,0.3,Clear,0.46,0,0,0,0,0,0,0,0.87,4.9,4,5.2,35.3,69.0,0.0,0.0,0.0,0,35.3,8110.0,14.3,40,17.9,0,5.4
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43211,MEMU,15,4.2,7.0,2.5,28.699999999999996,55.9,0.5,17,2,Normal,0.1,Clear,0.34,0,0,1,0,15,1,118,0.7,0.9,1,5.9,31.3,85.8,0.0,0.0,0.0,2,19.1,5735.0,26.8,205,43.7,1,13.2
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43237,EMU Local,13,1.7,37.6,3.0,24.599999999999998,46.0,0.5,23,6,Normal,0.2,Clear,0.17,0,1,1,0,15,1,103,0.38,0.7,2,3.5,32.5,74.5,0.0,0.0,0.0,0,44.4,9629.0,25.1,4,40.6,1,15.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43217,EMU Local,20,6.0,49.1,1.8,38.949999999999996,76.1,1.0,20,1,Critical,11.7,Restricted,0.88,1,0,0,0,0,0,0,0.89,0.3,3,6.3,39.4,80.8,1.3,1.0,0.0,61,70.6,8686.0,35.3,142,47.2,2,24.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43505,Fast Local,10,3.4,30.0,2.8,18.45,36.6,0.5,4,0,Warning,6.6,Occupied,0.85,0,0,0,0,0,0,0,0.09,0.3,1,4.1,29.0,75.1,0.0,0.0,0.0,0,16.4,5319.0,29.6,123,43.6,1,8.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43247,EMU Local,6,16.9,28.8,2.9,10.25,35.3,0.5,18,5,Normal,0.1,Clear,0.27,0,0,0,0,0,0,0,0.77,4.6,4,16.1,29.2,80.1,0.0,0.0,0.0,0,36.3,7228.0,23.5,32,38.3,1,4.9
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43237,EMU Local,15,1.1,30.8,2.9,28.699999999999996,52.8,1.5,18,1,Normal,0.2,Clear,0.2,0,0,0,0,0,0,0,0.85,2.9,5,0.8,28.1,82.5,0.0,0.0,0.0,0,24.3,9447.0,35.5,68,44.9,1,7.7
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43239,EMU Local,18,0.3,37.4,1.0,34.849999999999994,63.0,2.0,4,1,Normal,0.9,Clear,0.29,0,0,0,0,0,0,0,0.39,1.1,2,3.5,32.8,77.2,0.0,0.0,0.0,0,57.1,9501.0,33.4,37,50.9,2,7.2
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43213,EMU Local,18,0.3,27.3,3.2,34.849999999999994,63.0,0.5,18,6,Normal,0.5,Clear,0.28,0,1,0,1,30,1,103,0.7,5.6,2,0.0,33.0,91.1,0.0,0.0,0.0,2,51.3,9398.0,14.7,143,21.5,0,9.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43511,EMU Local,7,4.1,51.9,1.7,12.299999999999999,26.2,1.5,5,4,Warning,2.8,Occupied,0.95,0,1,1,0,15,1,110,0.43,0.9,2,6.3,23.8,70.6,0.0,0.0,0.0,0,50.9,5595.0,35.5,320,50.8,2,16.9
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43251,EMU Local,15,11.2,29.1,1.0,28.699999999999996,62.9,0.5,7,2,Warning,5.2,Occupied,0.84,0,0,0,0,0,0,0,0.15,2.9,1,13.7,35.4,86.2,0.0,0.0,0.0,2,42.1,7503.0,20.3,70,25.0,0,7.6
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43251,EMU Local,18,0.0,26.5,3.2,34.849999999999994,62.7,0.5,20,1,Normal,0.1,Clear,0.45,0,0,0,0,0,0,0,0.47,1.0,2,0.5,27.2,64.5,0.0,0.0,0.0,0,14.8,7272.0,14.1,195,21.4,0,1.5
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43217,EMU Local,18,5.2,36.0,2.4,34.849999999999994,67.9,1.5,19,1,Normal,0.0,Clear,0.4,0,0,1,0,20,1,87,0.84,3.0,4,5.1,33.3,76.9,0.0,0.0,0.0,0,32.3,7107.0,10.6,175,14.3,0,9.6
SIMULATED TRAINING DATA — PROTOTYPE ONLY,66069,EMU Local,20,4.3,64.2,2.4,38.949999999999996,74.4,1.0,21,2,Normal,0.3,Clear,0.26,0,1,0,0,20,1,96,0.21,0.0,1,2.7,32.0,62.1,0.0,0.0,0.0,0,42.4,6899.0,27.6,93,44.1,1,10.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43219,EMU Local,9,5.3,49.9,1.9,16.4,34.8,1.5,19,6,Warning,3.5,Occupied,0.63,0,0,0,0,0,0,0,0.48,2.0,2,5.9,20.2,62.2,0.0,0.0,0.0,0,19.9,9294.0,26.3,204,44.7,1,6.1
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43217,EMU Local,2,1.8,50.8,2.2,2.05,5.5,1.0,11,2,Normal,0.4,Clear,0.39,0,0,0,0,0,0,0,0.43,0.6,2,1.8,22.0,87.8,0.0,0.0,0.0,2,30.1,8959.0,24.8,346,39.8,1,5.4
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43213,EMU Local,8,6.9,46.3,2.0,14.349999999999998,32.7,0.5,9,0,Normal,0.1,Clear,0.34,0,1,0,0,30,1,75,0.81,0.4,5,6.8,27.0,97.1,0.0,0.0,0.0,2,34.1,5940.0,32.2,308,41.7,1,10.4
SIMULATED TRAINING DATA — PROTOTYPE ONLY,66015,EMU Local,20,0.2,27.8,1.7,38.949999999999996,70.3,1.0,23,2,Normal,0.1,Clear,0.34,0,1,0,0,30,1,110,0.1,0.1,2,0.0,36.2,70.1,5.4,5.4,1.5,63,98.8,8915.0,37.4,173,50.9,2,9.8
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43207,EMU Local,2,5.6,32.4,2.1,2.05,9.3,0.5,5,4,Normal,0.0,Clear,0.15,0,0,0,0,0,0,0,0.31,0.8,1,6.0,24.0,59.9,0.0,0.0,0.0,0,29.0,8395.0,9.4,75,15.4,0,1.7
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43201,EMU Local,11,1.2,29.9,2.2,20.5,38.1,0.5,22,0,Normal,1.0,Clear,0.35,0,0,0,0,0,0,0,0.15,0.5,1,1.8,35.9,71.9,0.0,0.0,0.0,0,27.5,5234.0,32.3,259,39.8,1,3.7
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43407,MEMU,7,2.6,58.4,1.3,12.299999999999999,24.7,0.5,16,6,Warning,4.8,Occupied,0.68,0,0,0,0,0,0,0,0.26,1.1,2,2.6,24.4,62.8,0.0,0.0,0.0,0,46.3,5524.0,28.7,266,36.6,1,9.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43423,EMU Local,6,6.9,46.4,2.1,10.25,25.4,0.5,9,5,Critical,19.0,Restricted,0.79,1,0,1,0,30,1,25,0.66,1.4,2,8.3,22.8,87.6,0.0,0.0,0.0,2,27.0,9743.0,20.2,232,32.5,1,32.4
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43403,Fast Local,10,1.3,17.0,1.0,18.45,34.5,1.5,9,1,Normal,0.1,Clear,0.24,0,0,0,0,0,0,0,0.86,6.0,5,1.3,32.7,79.2,6.199999999999999,4.6,0.0,61,82.6,7651.0,16.4,144,19.7,1,6.4
SIMULATED TRAINING DATA — PROTOTYPE ONLY,66015,Fast Local,5,0.8,63.8,3.3,8.2,15.6,1.5,16,4,Normal,0.0,Clear,0.3,0,0,0,0,0,0,0,0.6,0.1,2,0.6,31.4,79.0,0.0,0.0,0.0,0,49.3,9990.0,25.6,142,35.0,1,3.5
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43227,EMU Local,11,4.6,37.0,2.0,20.5,41.5,1.0,4,4,Normal,1.0,Clear,0.37,0,0,0,0,0,0,0,0.13,0.1,2,3.3,24.5,70.6,0.0,0.0,0.0,0,28.5,9828.0,28.9,326,45.9,2,4.5
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43227,EMU Local,1,3.0,51.8,1.5,0.0,3.0,0.5,12,0,Warning,5.3,Occupied,0.73,0,0,0,0,0,0,0,0.52,0.5,2,2.7,26.7,63.4,0.0,0.0,0.0,0,59.3,8843.0,21.4,201,26.7,0,6.4
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43209,EMU Local,2,2.9,57.8,2.4,2.05,6.6,1.0,15,1,Normal,0.2,Clear,0.45,0,0,1,0,15,1,114,0.22,0.1,1,2.8,32.7,84.7,0.0,0.0,0.0,0,35.3,6611.0,13.4,182,19.0,0,9.1
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43213,MEMU,1,1.2,3.6,1.7,0.0,1.2,1.0,15,0,Warning,5.3,Occupied,0.66,0,0,0,0,0,0,0,0.37,1.8,1,0.0,30.0,70.7,0.0,0.0,0.0,0,13.2,5969.0,28.8,30,41.8,1,9.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43401,EMU Local,19,0.1,48.8,2.1,36.9,66.5,2.0,7,3,Warning,5.7,Occupied,0.78,0,0,0,0,0,0,0,0.29,0.5,2,0.7,34.0,59.6,0.0,0.0,0.0,0,48.2,5056.0,9.2,67,13.9,0,5.5
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43425,EMU Local,2,2.1,38.2,2.4,2.05,5.8,0.5,22,3,Normal,0.3,Clear,0.11,0,1,0,0,30,1,104,0.32,1.0,2,3.2,30.2,90.6,0.0,0.0,0.0,2,28.9,5779.0,11.4,297,17.6,0,6.4
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43425,EMU Local,21,0.5,5.7,1.5,41.0,74.3,0.5,19,0,Normal,0.6,Clear,0.16,0,1,0,0,20,1,28,0.95,4.8,5,3.1,35.4,98.0,0.0,0.0,0.0,2,16.2,9395.0,24.8,287,31.4,1,10.6
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43245,MEMU,20,9.5,25.0,3.3,38.949999999999996,79.6,1.5,15,1,Normal,0.4,Clear,0.42,0,0,0,0,0,0,0,0.23,0.6,1,8.4,26.9,73.9,36.8,35.4,1.8,65,77.2,2025.0,19.9,1,27.3,2,5.4
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43407,MEMU,21,0.2,35.2,3.3,41.0,74.0,1.5,4,6,Normal,1.5,Clear,0.44,0,1,0,0,15,1,27,0.05,0.1,1,0.1,33.9,76.3,0.0,0.0,0.0,0,22.4,9237.0,25.1,224,31.0,1,15.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43201,EMU Local,4,2.3,54.7,1.8,6.1499999999999995,13.4,0.5,7,1,Normal,0.1,Clear,0.49,0,0,0,0,0,0,0,0.28,0.6,2,2.8,26.4,93.7,0.0,0.0,0.0,2,57.0,9201.0,31.7,237,53.0,2,5.2
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43511,EMU Local,12,0.2,39.4,1.4,22.549999999999997,40.8,0.5,12,2,Normal,0.8,Clear,0.15,0,1,0,0,15,1,55,0.14,0.6,2,0.1,32.7,68.4,0.0,0.0,0.0,0,45.0,9875.0,31.2,172,44.9,1,10.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43205,EMU Local,20,0.4,44.2,1.8,38.949999999999996,70.5,1.0,10,6,Normal,0.2,Clear,0.31,0,0,0,0,0,0,0,0.75,2.0,5,0.0,34.1,85.5,0.0,0.0,0.0,2,30.7,8499.0,24.2,262,33.0,1,5.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43209,EMU Local,18,4.3,36.7,1.8,34.849999999999994,67.0,1.0,13,4,Warning,5.4,Occupied,0.87,0,0,1,0,20,1,105,0.26,0.5,2,2.5,27.2,65.1,0.0,0.0,0.0,0,48.5,7808.0,33.5,145,54.4,2,17.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43503,Fast Local,1,4.2,58.3,2.8,0.0,4.2,1.0,16,0,Normal,0.6,Clear,0.16,0,0,0,0,0,0,0,0.09,0.3,1,4.3,33.0,77.8,0.0,0.0,0.0,0,33.2,7955.0,15.8,101,24.0,0,0.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,66069,EMU Local,1,0.1,49.8,1.8,0.0,0.1,0.5,11,6,Normal,1.3,Clear,0.17,0,0,0,0,0,0,0,0.11,1.3,1,1.6,33.8,60.4,7.2,5.7,4.0,63,71.2,8409.0,22.3,164,31.7,1,4.5
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43251,EMU Local,14,0.0,44.4,1.4,26.65,48.0,0.5,23,4,Warning,2.3,Occupied,0.7,0,0,0,0,0,0,0,0.31,1.8,2,0.0,33.5,68.9,3.2,2.2,0.0,61,79.9,7290.0,26.3,11,39.4,1,6.8
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43223,EMU Local,4,0.3,24.9,2.2,6.1499999999999995,11.4,0.5,13,6,Normal,0.7,Clear,0.46,0,1,0,0,30,1,24,0.4,0.8,1,0.2,28.5,52.1,0.0,0.0,0.0,0,58.9,8412.0,19.7,262,32.1,1,6.8
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43505,Fast Local,5,5.8,43.8,1.2,8.2,20.6,1.0,13,4,Warning,3.4,Occupied,0.63,0,0,0,0,0,0,0,0.16,0.5,1,6.3,30.0,77.9,0.0,0.0,0.0,0,27.0,7968.0,35.4,139,54.7,2,10.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43401,MEMU,11,3.5,75.0,2.7,20.5,40.4,0.5,11,3,Normal,0.2,Clear,0.35,0,0,0,0,0,0,0,0.29,0.5,2,4.4,38.3,76.8,0.0,0.0,0.0,0,51.4,5803.0,37.4,77,60.7,2,5.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,66015,EMU Local,13,0.2,53.9,2.5,24.599999999999998,44.5,0.5,23,3,Normal,0.7,Clear,0.35,0,1,0,0,20,1,64,0.18,0.5,2,0.6,28.0,59.8,8.1,7.5,3.9,63,98.0,5561.0,5.2,23,7.2,1,11.7
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43503,MEMU,16,2.7,30.9,1.7,30.749999999999996,58.0,0.5,18,5,Normal,0.8,Clear,0.18,0,0,0,0,0,0,0,0.77,3.6,3,1.2,32.1,98.0,0.0,0.0,0.0,2,27.0,6096.0,31.8,96,48.2,2,11.5
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43201,EMU Local,13,5.0,69.8,1.8,24.599999999999998,49.3,0.5,4,6,Critical,20.8,Restricted,0.87,1,0,0,0,0,0,0,0.13,0.8,1,5.6,30.7,72.9,0.0,0.0,0.0,0,22.1,8880.0,37.9,51,47.4,2,29.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43217,EMU Local,2,8.1,30.2,2.2,2.05,11.8,0.5,18,6,Warning,4.4,Occupied,0.77,0,0,0,0,0,0,0,0.82,0.2,4,7.3,32.9,70.3,0.0,0.0,0.0,0,51.9,6286.0,33.6,248,43.1,1,9.4
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43205,EMU Local,16,10.9,52.7,1.4,30.749999999999996,66.2,0.5,20,0,Normal,0.7,Clear,0.46,0,0,0,0,0,0,0,0.96,0.6,4,10.0,37.1,60.3,12.3,11.5,3.7,63,92.1,9297.0,34.2,329,47.9,2,8.7
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43423,EMU Local,6,1.6,41.3,1.6,10.25,20.0,1.5,16,5,Critical,18.4,Restricted,0.85,1,1,0,0,15,1,117,0.5,1.5,1,0.3,29.1,81.4,0.0,0.0,0.0,0,19.8,6435.0,34.0,283,56.9,2,37.9
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43503,EMU Local,14,0.6,44.7,2.0,26.65,48.6,0.5,15,0,Warning,3.2,Occupied,0.9,0,0,0,0,0,0,0,0.34,1.4,2,0.5,33.0,61.2,0.0,0.0,0.0,0,53.3,8094.0,7.6,64,12.3,0,4.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43425,Fast Local,1,1.1,45.3,1.3,0.0,1.1,0.5,6,1,Normal,0.8,Clear,0.4,0,0,0,0,0,0,0,0.11,0.4,2,0.5,34.3,81.2,2.4000000000000004,1.6,0.0,61,97.8,9333.0,10.7,293,14.5,0,2.4
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43211,EMU Local,17,6.0,38.3,1.8,32.8,65.0,0.5,22,0,Normal,0.8,Clear,0.2,0,0,0,0,0,0,0,0.05,0.1,2,5.6,30.2,61.5,0.0,0.0,0.0,0,36.6,9238.0,16.3,295,20.2,0,0.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43511,EMU Local,11,14.2,36.2,1.5,20.5,51.1,1.5,8,6,Normal,0.1,Clear,0.15,0,1,0,0,15,1,101,0.82,3.0,3,13.0,28.1,77.2,0.0,0.0,0.0,0,22.1,9175.0,11.9,101,15.7,0,10.6
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43223,EMU Local,19,2.5,22.2,3.0,36.9,68.9,0.5,6,1,Normal,0.6,Clear,0.33,0,0,0,0,0,0,0,0.37,0.8,1,3.6,31.9,69.7,0.0,0.0,0.0,0,56.6,9109.0,22.7,130,29.6,0,1.7
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43505,EMU Local,3,1.5,25.1,1.9,4.1,8.9,0.5,8,1,Normal,0.1,Clear,0.24,0,0,0,0,0,0,0,0.78,0.8,3,1.0,31.6,81.4,0.0,0.0,0.0,0,56.2,8437.0,13.6,92,16.6,0,3.2
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43227,Fast Local,11,2.2,47.0,1.5,20.5,39.1,0.5,12,0,Normal,0.0,Clear,0.43,0,0,0,0,0,0,0,0.17,1.3,2,1.3,24.9,56.4,0.0,0.0,0.0,0,16.6,8598.0,10.3,177,16.5,0,2.2
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43223,EMU Local,5,1.5,31.8,2.5,8.2,16.3,1.0,9,1,Normal,0.4,Clear,0.4,0,1,0,0,20,1,47,0.77,2.0,5,0.0,28.4,77.5,0.0,0.0,0.0,0,57.9,9773.0,11.2,69,18.2,0,9.6
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43239,EMU Local,17,1.2,28.3,1.7,32.8,60.2,1.0,19,4,Normal,1.2,Clear,0.21,0,0,1,0,20,1,24,0.85,5.9,3,3.2,34.4,60.2,0.0,0.0,0.0,0,25.2,8906.0,29.5,61,41.0,1,14.1
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43423,MEMU,7,3.6,75.0,1.4,12.299999999999999,25.7,0.5,13,1,Normal,0.0,Clear,0.11,0,0,1,0,15,1,81,0.52,1.0,1,1.7,29.7,64.2,2.0,1.6,0.0,61,71.8,5714.0,11.0,259,14.0,0,8.8
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43249,EMU Local,10,0.1,75.0,2.6,18.45,33.3,0.5,19,4,Normal,0.9,Clear,0.19,0,0,0,1,0,1,69,0.67,2.4,2,0.4,33.3,79.0,1.8,0.5,0.0,0,95.4,6167.0,21.4,105,26.8,0,5.0
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43503,EMU Local,11,1.2,50.7,1.9,20.5,38.1,0.5,6,4,Normal,0.4,Clear,0.33,0,0,0,0,0,0,0,0.24,1.4,2,2.0,27.3,72.6,0.0,0.0,0.0,0,26.5,6679.0,34.5,78,43.7,1,5.3
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43239,EMU Local,3,4.3,52.8,2.6,4.1,11.7,1.0,21,4,Normal,1.0,Clear,0.13,0,0,1,0,15,1,59,0.07,0.1,1,3.8,32.0,76.5,1.7000000000000002,0.6,0.0,61,86.9,5441.0,22.9,109,29.0,0,12.2
SIMULATED TRAINING DATA — PROTOTYPE ONLY,43207,EMU Local,20,0.1,29.8,2.1,38.949999999999996,70.2,1.0,14,2,Critical,9.4,Restricted,0.7,1,0,0,0,0,0,0,0.18,1.2,1,0.6,32.0,81.0,0.0,0.0,0.0,0,45.9,9414.0,11.5,183,14.1,0,13.4
